raw;crdb;ctie;nitrous(fidr)full;gear(nlpr) full;tyres(ttpp)full;power(cppi)full;Perf(cepi)full
316;Chevrolet_CorvetteC8ZR1_2024;TIER_5;2.0;1.0;0.0;713;2470
317;Chevrolet_CorvetteC8ZR1Reward_2024;TIER_5;2.0;1.0;0.0;713;2383
318;Chevrolet_CorvetteC8ZR1RewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2355
319;Chevrolet_CorvetteGrandSport_2017;TIER_3;4.73;1.0;0.0;583;876
320;Chevrolet_CorvetteStingray_2015;TIER_3;3.68;0.97;0.1;583;527
321;Chevrolet_CorvetteStingray_2015;TIER_3;3.41;1.0;0.21;583;489
322;Chevrolet_CorvetteStingRayC2F8_1966;TIER_4;2.88;1.0;0.42;672;974
323;Chevrolet_CorvetteStingrayTNR_2020;TIER_5;2.09;1.0;0.0;713;1852
324;Chevrolet_CorvetteZ06C8CReward_2023;TIER_5;5.0;1.0;0.0;713;2092
325;Chevrolet_CorvetteZ06C8CRewardRecycled_2023;TIER_5;5.0;1.0;0.0;713;2071
326;Chevrolet_CorvetteZ06Reward_2023;TIER_5;5.0;1.0;0.0;713;2092
327;Chevrolet_CorvetteZ06RewardRecycled_2023;TIER_5;5.0;1.0;0.0;713;2067
328;Chevrolet_CorvetteZ06Z07Package_2023;TIER_5;5.0;1.0;0.0;713;2221
329;Chevrolet_CorvetteZR1Classic_1970;TIER_3;3.24;0.95;0.12;581;813
330;Chevrolet_CorvetteZR1Reward_2018;TIER_5;2.88;1.0;0.51;713;2027
331;Chevrolet_CorvetteZR1RewardRecycled_2018;TIER_5;2.88;1.0;0.51;713;1990
332;Chevrolet_CorvetteZR1SH1_2018;TIER_5;2.88;1.0;0.51;713;2027
333;Chevrolet_DuSoldDesignCamaro_1967;TIER_5;2.0;1.0;0.0;713;2603
334;Chevrolet_DutchboysCamaroLB_1969;TIER_5;2.23;1.0;0.0;715;2197
335;Chevrolet_DutchboysCamaroMS_1969;TIER_5;2.23;1.0;0.0;715;2172
336;Chevrolet_EddiesCorvetteC2_1963;TIER_5;2.0;1.0;0.53;713;2467
337;Chevrolet_GAPCorvette_1972;TIER_5;2.0;1.0;0.0;713;2466
338;Chevrolet_GarretCamaro_1972;TIER_5;2.44;;;713;2573
339;Chevrolet_GreeningCamaroIROCZ_1985;TIER_5;2.0;1.0;0.0;713;2498
340;Chevrolet_HSCustomsCamaroReward_2016;TIER_5;2.04;1.0;0.0;715;1510
341;Chevrolet_HSCustomsCamaroRewardRecycled_2016;TIER_5;2.04;1.0;0.0;715;1463
342;Chevrolet_HSCustomsChevelle_1968;TIER_5;2.0;1.0;0.0;713;2460
343;Chevrolet_KellySonBelAir_1957;TIER_5;2.24;1.0;0.0;713;2573
344;Chevrolet_LBCamaroIROCZReward_1987;TIER_5;2.0;1.0;0.0;713;2344
345;Chevrolet_LBCamaroIROCZRewardRecycled_1987;TIER_5;2.0;1.0;0.0;713;2321
346;Chevrolet_LMCorvetteC8_2020;TIER_5;2.0;1.0;0.0;713;2393
347;Chevrolet_LMCorvetteZ06Reward_2023;TIER_5;5.0;1.0;0.0;713;2092
348;Chevrolet_LMCorvetteZ06RewardRecycled_2023;TIER_5;5.0;1.0;0.0;713;2067
349;Chevrolet_LostAngelsCamaro_1970;TIER_5;2.0;1.0;0.0;713;2571
350;Chevrolet_LowerLevelGarageApache_1959;TIER_5;2.0;1.0;0.0;713;2400
351;Chevrolet_MonteCarloRaceCarF9_1995;TIER_5;2.0;1.0;0.0;713;2468
352;Chevrolet_NapalmNova_1972;TIER_5;2.0;1.0;0.0;713;2563
353;Chevrolet_NASCARCamaroZL1_2020;TIER_5;2.0;1.0;0.0;714;2441
354;Chevrolet_NASCARCamaroZL1JE_2020;TIER_5;2.0;1.0;0.0;714;2441
355;Chevrolet_NovaSSF9_1970;TIER_5;2.0;1.0;0.52;713;2361
356;Chevrolet_NovaSSLPClassic_1970;TIER_5;2.0;1.0;0.0;713;1582
357;Chevrolet_PandeMCamaroZ28_1972;TIER_5;2.0;1.0;0.0;713;2300
358;Chevrolet_PickUpVerminsDiner_1936;TIER_5;2.0;1.0;0.0;713;2413
359;Chevrolet_PickUpVerminsDinerOG_1936;TIER_5;2.0;1.0;0.0;713;2469
360;Chevrolet_QuintinBrotherCamaroReward_1968;TIER_5;2.1;1.0;0.0;712;1977
361;Chevrolet_QuintinBrotherCamaroRewardRecycled_1968;TIER_5;2.18;1.0;0.0;712;1960
362;Chevrolet_RBCorvetteC8StingrayReward_2020;TIER_4;5.0;1.0;0.06;674;1589
363;Chevrolet_RBCorvetteC8StingrayRewardRecycled_2020;TIER_4;5.0;1.0;0.07;674;1571
364;Chevrolet_RingbrothersCamaro_1969;TIER_5;2.0;1.0;0.0;714;2373
365;Chevrolet_RingbrothersCamaroUSA_1969;TIER_5;2.0;1.0;0.0;714;2406
366;Chevrolet_RingbrothersChevelle_1966;TIER_5;2.01;1.0;0.53;713;2547
367;Chevrolet_RingbrothersPickUp_1948;TIER_5;2.0;1.0;0.0;713;2545
368;Chevrolet_RoadsterShopCamaro_1970;TIER_5;2.0;1.0;0.0;713;2526
369;Chevrolet_SickSecondsCamaroSS_1969;TIER_5;2.0;1.0;0.0;713;2559
370;Chevrolet_TimmBuiltElCamino_1978;TIER_5;2.0;1.0;0.0;713;2607
371;Chevrolet_WeaverCamaro_1969;TIER_5;2.0;1.0;0.0;713;2461
372;Chevrolet_WeaverCustoms3100_1949;TIER_5;2.0;1.0;0.0;713;2307
373;Chevrolet_WolfeKustomsBelAir_1957;TIER_5;2.0;1.0;0.0;713;2485
374;Chevrolet_ZwygartNova_1967;TIER_5;2.0;1.0;0.0;713;2570
375;Czinger_21C_2021;TIER_5;2.0;1.0;0.52;712;2472
376;Czinger_21CGold_2021;TIER_5;2.0;1.0;0.0;712;2372
377;Czinger_21CVMax_2023;TIER_5;2.0;1.0;0.0;713;2440
378;Dallara_EXP_2021;TIER_5;2.0;1.0;0.0;713;2495
379;Dallara_Stradale_2019;TIER_5;2.0;1.0;0.0;713;2495
380;Dallara_StradaleReward_2019;TIER_5;2.0;1.0;0.0;713;2495
381;Dallara_StradaleRewardRecycled_2019;TIER_5;2.0;1.0;0.0;713;2472
382;Datsun_240ZLPClassic_1972;TIER_5;2.0;1.0;0.0;713;2085
383;DeTomaso_P900_2022;TIER_5;2.0;1.0;0.0;713;2622
384;DeTomaso_PanteraGT5S_1984;TIER_5;2.0;1.0;0.0;713;2416
385;Devel_Sixteen_2022;TIER_5;2.0;1.0;0.0;713;2377
386;Dodge_ChallengerMoparDragPak_2021;TIER_5;2.0;1.0;0.0;713;2378
387;Dodge_ChallengerMoparDragPakGold_2021;TIER_5;2.0;1.0;0.0;713;2352
388;Dodge_ChallengerRTLPClassic_1970;TIER_5;2.0;1.0;0.0;713;2150
389;Dodge_ChallengerRTShakerF7_2015;TIER_4;3.26;1.0;0.0;673;1851
390;Dodge_ChallengerSRTDemonF8_2018;TIER_5;2.0;1.0;0.0;714;1979
391;Dodge_ChallengerSRTDemonReward_2018;TIER_5;2.03;1.0;0.0;714;1963
392;Dodge_ChallengerSRTDemonRewardRecycled_2018;TIER_5;2.0;0.91;0.0;714;1945
393;Dodge_ChallengerSRTHellcat_2015;TIER_3;2.12;0.99;0.45;584;590
394;Dodge_ChallengerSRTHellcat_2015;TIER_3;2.51;1.0;0.33;584;530
395;Dodge_ChallengerSRTHellcatReward_2015;TIER_3;2.03;1.0;0.71;585;600
396;Dodge_ChallengerSRTHellcatRewardRecycled_2015;TIER_3;2.03;1.0;0.9;585;579
397;Dodge_ChallengerSRTSuperStockReward_2021;TIER_5;2.0;1.0;0.0;714;1927
398;Dodge_ChallengerSRTSuperStockRewardRecycled_2021;TIER_5;2.0;1.0;0.0;714;1900
399;Dodge_ChargerDaytona_1970;TIER_5;2.0;1.0;0.0;713;2518
400;Dodge_ChargerDaytonaF6_1970;TIER_5;2.0;0.98;0.0;714;2409
401;Dodge_ChargerDaytonaScatPack_2025;TIER_5;2.0;1.0;0.0;713;2083
402;Dodge_ChargerHellcat_2020;TIER_4;2.62;1.0;0.0;673;1366
403;Dodge_ChargerHellcatDaytona50th_2020;TIER_4;3.45;1.0;0.0;673;1638
404;Dodge_ChargerHellcatRedeyeReward_2021;TIER_5;2.22;1.0;0.53;713;1906
405;Dodge_ChargerHellcatRedeyeRewardRecycled_2021;TIER_5;2.23;1.0;0.53;713;1875
406;Dodge_ChargerRedeyeSplatter_2023;TIER_5;2.0;1.0;0.0;713;2528
407;Dodge_ChargerRTCrew_1969;TIER_3;3.9;1.0;0.38;584;632
408;Dodge_ChargerRTF1_1970;TIER_5;2.01;0.68;0.06;715;2169
409;Dodge_ChargerRTF4_1970;TIER_5;2.0;1.0;0.0;715;2213
410;Dodge_ChargerRTF8_1970;TIER_5;2.2;1.0;0.0;714;2225
411;Dodge_ChargerRTF9_1966;TIER_5;2.0;1.0;0.53;713;2051
412;Dodge_ChargerSixpackReward_2025;TIER_5;2.0;1.0;0.0;713;1856
413;Dodge_ChargerSixpackRewardRecycled_2025;TIER_5;2.0;1.0;0.0;713;1828
414;Dodge_ChargerTantrumF9_1970;TIER_5;2.0;1.0;0.0;713;2435
415;Dodge_DemonChargerF9_2018;TIER_5;2.0;1.0;0.0;713;2090
416;Dodge_HavocChallenger_1970;TIER_5;2.35;0.98;0.0;714;2384
417;Dodge_HPE1200Demon_2018;TIER_5;2.0;1.0;0.0;713;2291
418;Dodge_HPE1200DemonGold_2018;TIER_5;2.01;1.0;0.0;713;2266
419;Dodge_RingbrosChargerCAPTIV_1969;TIER_5;2.0;1.0;0.53;713;2482
420;Dodge_RingbrothersChargerTUSK_1969;TIER_5;2.0;1.0;0.0;713;2446
421;Dodge_SpeedShopCharger_1968;TIER_5;2.0;1.0;0.0;713;2664
422;Dodge_SRTDemon170Reward_2023;TIER_5;2.0;1.0;0.0;713;2300
423;Dodge_SRTDemon170RewardRecycled_2023;TIER_5;2.0;1.0;0.0;713;2276
424;Dodge_ViperACR_2009;TIER_5;2.0;1.0;0.0;713;2409
425;Dodge_ViperACRCrew_2016;TIER_4;2.82;1.0;0.51;640;275
426;Dodge_ViperACRExtremeAeroPackage_2016;TIER_5;3.32;1.0;0.0;713;1785
427;Dodge_ViperACRReward_2016;TIER_4;2.84;1.0;0.0;673;61
428;Dodge_ViperACRRewardRecycled_2016;TIER_4;2.85;1.0;0.0;673;45
429;Dodge_ViperACRVoodooII_2016;TIER_5;3.5;1.0;0.0;713;1466
430;Dodge_ViperGTS_1996;TIER_5;2.0;1.0;0.0;713;2094
431;Dodge_ViperGTS_2015;TIER_4;4.65;0.93;0.0;672;764
432;Dodge_ViperGTS_2015;TIER_4;4.58;0.88;0.0;672;686
433;Dodge_ViperSnakeskinEditionGTC_2017;TIER_4;2.31;0.98;0.24;671;873
434;Dodge_ViperSR1LPClassic_1995;TIER_5;2.0;1.0;0.0;713;1693
435;Dodge_WidebodyChargerF9_1968;TIER_5;2.0;1.0;0.0;713;2527
436;Donkervoort_D8GTOReward_2015;TIER_5;2.27;1.0;0.2;714;1314
437;Donkervoort_D8GTORewardRecycled_2015;TIER_5;2.29;1.0;0.2;714;1284
438;Ferrari_12CilindriReward_2024;TIER_5;2.0;1.0;0.0;713;2212
439;Ferrari_12CilindriRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2188
440;Ferrari_12CilindriSpiderReward_2024;TIER_5;2.0;1.0;0.0;713;2137
441;Ferrari_12CilindriSpiderRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2106
442;Ferrari_250GTOClassic_1962;TIER_2;4.73;1.0;0.0;481;1524
443;Ferrari_288GTO_1985;TIER_5;2.0;1.0;0.0;713;2574
444;Ferrari_296GTB_2022;TIER_5;2.0;1.0;0.0;713;2223
445;Ferrari_296GTBAssettoFiorano_2022;TIER_5;2.0;1.0;0.0;713;2296
446;Ferrari_296GTSReward_2023;TIER_5;2.0;1.0;0.0;713;2249
447;Ferrari_296GTSRewardRecycled_2023;TIER_5;2.0;1.0;0.0;713;2223
448;Ferrari_296SpecialeA_2026;TIER_5;2.0;1.0;0.0;713;2395
449;Ferrari_296SpecialeReward_2026;TIER_5;2.0;1.0;0.0;713;2395
450;Ferrari_296SpecialeRewardRecycled_2026;TIER_5;2.0;1.0;0.0;713;2373
451;Ferrari_458Speciale_2014;TIER_5;3.2;0.0;0.46;716;1282
452;Ferrari_488GTB70thAnniversary_2015;TIER_5;3.13;1.0;0.08;713;1650
453;Ferrari_488GTModificata_2021;TIER_5;2.0;1.0;0.53;713;2431
454;Ferrari_488PistaReward_2019;TIER_5;2.45;1.0;0.52;713;2056
455;Ferrari_488PistaRewardRecycled_2019;TIER_5;2.42;1.0;0.52;713;2107
456;Ferrari_488PistaSpiderReward_2019;TIER_5;2.46;0.9;0.0;713;1971
457;Ferrari_488PistaSpiderRewardRecycled_2019;TIER_5;2.3;1.0;0.0;713;1988
458;Ferrari_488Spider70thAnniversary_2015;TIER_5;3.21;1.0;0.02;714;1732
459;Ferrari_488Spider_2015;TIER_5;4.05;1.0;0.04;713;1124
460;Ferrari_488Spider_2015;TIER_5;4.38;1.0;0.0;713;996
461;Ferrari_512TR_1991;TIER_5;2.0;1.0;0.0;713;2096
462;Ferrari_599GTOReward_2010;TIER_5;3.0;1.0;0.32;713;1171
463;Ferrari_599GTORewardRecycled_2010;TIER_5;2.96;1.0;0.34;713;1157
464;Ferrari_599XXEvoluzione_2011;TIER_5;2.31;1.0;0.57;713;2231
465;Ferrari_599XXReward_2010;TIER_5;2.3;1.0;0.53;713;2130
466;Ferrari_599XXRewardRecycled_2010;TIER_5;2.33;1.0;0.53;713;2107
467;Ferrari_812Competizione_2021;TIER_5;2.0;1.0;0.52;713;2406
468;Ferrari_812CompetizioneReward_2021;TIER_5;2.0;1.0;0.53;713;2406
469;Ferrari_812CompetizioneRewardRecycled_2021;TIER_5;2.0;1.0;0.52;713;2381
470;Ferrari_812GTSReward_2020;TIER_5;2.5;1.0;0.52;714;1871
471;Ferrari_812GTSRewardRecycled_2020;TIER_5;2.5;1.0;0.52;714;1836
472;Ferrari_812SuperfastReward_2018;TIER_5;2.0;1.0;0.52;714;1825
473;Ferrari_812SuperfastRewardRecycled_2018;TIER_5;2.0;1.0;0.52;714;1792
474;Ferrari_849Testarossa_2026;TIER_5;2.0;1.0;0.0;713;2616
475;Ferrari_AmalfiReward_2027;TIER_5;2.0;1.0;0.53;713;1967
476;Ferrari_AmalfiRewardRecycled_2027;TIER_5;2.0;1.0;0.53;713;1939
477;Ferrari_California30Reward_2012;TIER_3;5.0;1.0;1.0;585;751
478;Ferrari_California30RewardRecycled_2012;TIER_3;5.0;1.0;1.0;585;735
479;Ferrari_CaliforniaT70thAnniversary_2015;TIER_4;3.39;0.98;0.14;674;401
480;Ferrari_DaytonaSP3_2022;TIER_5;2.0;1.0;0.0;713;2553
481;Ferrari_Dino246GTS_1973;TIER_5;2.0;1.0;0.0;713;2331
482;Ferrari_Enzo_2002;TIER_5;2.0;1.0;0.53;713;2243
483;Ferrari_EnzoGold_2002;TIER_5;2.0;1.0;0.54;713;2187
484;Ferrari_F12berlinetta70thAnniversary_2014;TIER_5;2.37;1.0;0.0;714;1458
485;Ferrari_F12berlinetta_2014;TIER_5;2.5;0.97;0.25;714;1121
486;Ferrari_F12berlinetta_2014;TIER_5;2.96;0.98;0.27;714;1042
487;Ferrari_F12tdfReward_2016;TIER_5;2.26;1.0;0.0;715;1589
488;Ferrari_F12tdfRewardRecycled_2016;TIER_5;2.08;1.0;0.0;715;1768
489;Ferrari_F355Berlinetta_1994;TIER_5;2.0;1.0;0.0;713;2218
490;Ferrari_F40Competizione_1989;TIER_5;2.0;1.0;0.0;713;2555
491;Ferrari_F40Reward_1987;TIER_4;2.0;0.99;0.0;673;1488
492;Ferrari_F40RewardRecycled_1987;TIER_4;2.0;0.95;0.01;673;1500
493;Ferrari_F430Scuderia_2008;TIER_5;2.0;1.0;0.0;713;2516
494;Ferrari_F50Crew_1995;TIER_4;2.46;1.0;0.52;676;1426
495;Ferrari_F50CrewRecycled_1995;TIER_4;2.47;1.0;0.52;676;1393
496;Ferrari_F50GT_1996;TIER_5;2.0;1.0;0.0;713;2373
497;Ferrari_F8SpiderReward_2020;TIER_5;2.0;1.0;0.0;713;2071
498;Ferrari_F8SpiderRewardRecycled_2020;TIER_5;2.01;1.0;0.0;713;2047
499;Ferrari_F8TributoReward_2020;TIER_5;2.4;1.0;0.0;714;2026
500;Ferrari_F8TributoRewardRecycled_2020;TIER_5;2.31;0.97;0.0;714;1997
501;Ferrari_FXXEvoluzione_2008;TIER_5;2.32;1.0;0.58;713;2372
502;Ferrari_FXXKEvo_2018;TIER_5;2.14;0.98;0.12;715;2156
503;Ferrari_FXXKReward_2014;TIER_5;2.0;1.0;0.0;715;2115
504;Ferrari_FXXKRewardRecycled_2014;TIER_5;2.0;1.0;0.15;715;2083
505;Ferrari_GTC4Lusso70thAnniversary_2016;TIER_5;2.25;1.0;0.53;711;1768
506;Ferrari_GTC4LussoReward_2016;TIER_5;2.0;1.0;0.02;711;1824
507;Ferrari_GTC4LussoRewardRecycled_2016;TIER_5;2.03;1.0;0.0;711;1797
508;Ferrari_LaFerrari_2014;TIER_5;2.34;1.0;0.02;714;1926
509;Ferrari_LaFerrariAperta70thAnniversary_2017;TIER_5;2.51;0.93;0.52;712;2017
510;Ferrari_LaFerrariAperta_2017;TIER_5;2.53;1.0;0.52;712;2083
511;Ferrari_MonzaReward_2019;TIER_5;2.7;0.92;0.0;714;1921
512;Ferrari_MonzaRewardRecycled_2019;TIER_5;2.64;0.79;0.0;714;1912
513;Ferrari_MV512Testarossa_1986;TIER_5;2.0;1.0;0.0;713;2468
514;Ferrari_PortofinoReward_2018;TIER_5;3.06;1.0;0.53;714;1600
515;Ferrari_PortofinoRewardRecycled_2018;TIER_5;3.06;1.0;0.53;714;1570
516;Ferrari_PurosangueReward_2023;TIER_4;3.0;1.0;0.0;673;1823
517;Ferrari_PurosangueRewardRecycled_2023;TIER_4;3.0;1.0;0.0;673;1804
518;Ferrari_RomaReward_2020;TIER_5;2.0;1.0;0.53;713;1891
519;Ferrari_RomaRewardRecycled_2020;TIER_5;2.0;1.0;0.53;713;1857
520;Ferrari_SF90SpiderReward_2021;TIER_5;2.0;1.0;0.0;713;2426
521;Ferrari_SF90SpiderRewardRecycled_2021;TIER_5;2.0;1.0;0.0;713;2401
522;Ferrari_SF90Stradale_2020;TIER_5;2.0;1.0;0.0;713;2426
523;Ferrari_SF90StradaleAssettoFiorano_2021;TIER_5;2.0;1.0;0.0;713;2447
524;Ferrari_SF90StradaleAssettoFioranoF175_2021;TIER_5;2.0;1.0;0.0;713;2447
525;Ferrari_SF90StradaleGold_2020;TIER_5;2.0;1.0;0.0;713;2298
526;Ferrari_SF90XXSpiderReward_2024;TIER_5;2.0;1.0;0.0;713;2509
527;Ferrari_SF90XXSpiderRewardRecycled_2024;TIER_5;2.0;1.0;0.0;713;2486
528;Ferrari_SF90XXStradale_2024;TIER_5;2.0;1.0;0.0;713;2509
529;FnF_FlipCar_2013;TIER_5;2.2;1.0;0.0;714;2315
530;FnF_SupraMKIVF2_1994;TIER_5;2.0;1.0;0.0;713;2403
531;Ford_Durty30_2016;TIER_5;2.6;0.98;0.0;714;1775
532;Ford_Durty30Gold_2016;TIER_5;2.43;1.0;0.0;713;1818
533;Ford_DutchboysTorino_1969;TIER_5;2.0;1.0;0.0;713;2521
534;Ford_EscortMk1RS2000LPClassic_1973;TIER_5;2.0;1.0;0.0;713;1728
535;Ford_EscortMKIF6_1970;TIER_4;2.4;1.0;0.54;669;1854
536;Ford_EscortRSCosworthCossieV2_1994;TIER_5;2.0;1.0;0.0;713;2443
537;Ford_F150Hoonitruck_1977;TIER_5;2.0;1.0;0.0;713;2560
538;Ford_F150SVTRaptor_2014;TIER_2;5.0;0.87;0.08;481;773
539;Ford_F150SVTRaptor_2014;TIER_2;4.11;1.0;0.34;481;607
540;Ford_F150SVTRaptorElite_2014;TIER_1;4.79;0.8;0.42;355;473
541;Ford_FiestaST_2016;TIER_1;3.05;0.79;0.2;349;627
542;Ford_FiestaST_2016;TIER_1;3.05;0.8;0.2;349;591
543;Ford_FocusRS_2017;TIER_2;3.13;0.99;0.56;483;733
544;Ford_FocusRS_2017;TIER_2;3.14;1.0;0.56;483;669
545;Ford_FocusRSElite_2017;TIER_2;4.41;0.95;0.35;483;809
546;Ford_FocusSTCrew_2014;TIER_1;2.87;0.73;0.52;354;945
547;Ford_FocusSTCrewRecycled_2014;TIER_1;2.84;0.68;0.52;354;821
548;Ford_GT40MkII1_1966;TIER_4;2.0;1.0;0.0;675;1825
549;Ford_GT40MkII_1966;TIER_4;2.0;1.0;0.52;675;1442
550;Ford_GT_2005;TIER_4;2.74;1.0;0.52;675;1600
551;Ford_GTDaytonaHeritageEdition_2021;TIER_5;2.91;1.0;0.0;714;1089
552;Ford_GTElite_2017;TIER_5;2.01;1.0;0.43;713;1354
553;Ford_GTHeritageEdition_2005;TIER_4;2.71;1.0;0.52;675;1640
554;Ford_GTHeritageEdition_2017;TIER_5;2.92;1.0;0.0;714;1089
555;Ford_GTLeMansRacecar_2016;TIER_5;2.0;1.0;0.35;713;2394
556;Ford_GTMk4_2024;TIER_5;2.0;1.0;0.0;713;2570
557;Ford_GTReward_2017;TIER_5;2.59;1.0;0.25;713;1473
558;Ford_GTRewardRecycled66_2017;TIER_5;2.57;1.0;0.12;713;1298
559;Ford_GTRewardRecycled_2017;TIER_5;2.59;1.0;0.25;713;1448
560;Ford_Mustang302_1970;TIER_1;4.38;0.69;0.0;349;513
561;Ford_Mustang302_1970;TIER_1;5.0;1.0;0.0;349;357
562;Ford_MustangCobraJet_2019;TIER_5;2.0;1.0;0.0;713;2399
563;Ford_MustangCobraJetVIP_2019;TIER_5;2.0;1.0;0.0;713;2404
564;Ford_MustangDarkHorse_2024;TIER_4;2.0;1.0;0.0;673;2086
565;Ford_MustangDarkHorseSCReward_2025;TIER_5;2.0;1.0;0.0;713;2370
566;Ford_MustangDarkHorseSCRewardRecycled_2025;TIER_5;2.0;1.0;0.0;713;2346
567;Ford_MustangF3_1967;TIER_5;2.0;1.0;0.0;713;2052
568;Ford_MustangFoxbodyF9_1987;TIER_5;2.33;1.0;0.0;713;2026
569;Ford_MustangGT350F9_2016;TIER_5;2.0;1.0;0.52;713;2101
570;Ford_MustangGT_2024;TIER_3;4.71;1.0;0.53;581;1092
571;Ford_MustangGTD_2025;TIER_5;2.0;1.0;0.0;713;2494
572;Ford_MustangGTFastbackTNR_2018;TIER_5;2.23;1.0;0.56;713;2422
573;Ford_MustangGTHoonicornV1_1965;TIER_5;2.0;0.0;0.52;713;2481
574;Ford_MustangGTHoonicornV2_1965;TIER_5;2.0;1.0;0.53;713;2495
575;Ford_MustangGTHPE750Silver_2015;TIER_4;3.73;0.87;0.2;673;1498
576;Ford_MustangGTPremium_2015;TIER_3;2.68;1.0;;581;627
577;Ford_MustangGTPremium_2015;TIER_3;2.23;1.0;0.56;581;631
578;Ford_MustangGTPremiumBoss_2015;TIER_4;3.73;0.85;0.56;546;584
579;Ford_MustangGTPremiumElite_2015;TIER_3;4.05;1.0;0.36;581;660
580;Ford_MustangMach1_2021;TIER_3;3.73;;;585;711
581;Ford_MustangMachE1400_2021;TIER_5;2.0;1.0;0.0;713;2536
582;Ford_MustangMachEGTReward_2021;TIER_4;3.79;1.0;0.0;673;1627
583;Ford_MustangMachEGTRewardRecycled_2021;TIER_4;4.11;1.0;0.0;673;1568
584;Ford_MustangNASCAR_2022;TIER_5;2.0;1.0;0.0;713;2463
585;Ford_MustangRTRSpec3_2019;TIER_5;2.73;0.99;0.0;714;1587
586;Ford_MustangRTRSPEC5_2019;TIER_5;2.0;1.0;0.0;715;2122
587;Ford_MustangShelbyGT350LPClassic_1965;TIER_5;2.0;1.0;0.0;713;1902
588;Ford_MustangShelbyGT500Reward_2019;TIER_5;2.35;1.0;0.0;714;2143
589;Ford_MustangShelbyGT500RewardRecycled_2019;TIER_5;2.31;1.0;0.0;714;2057
590;Ford_MustangSVTCobraRLPClassic_1993;TIER_5;2.0;1.0;0.0;713;1882
591;Ford_RadRidesTroyRoadster_1936;TIER_5;2.0;1.0;0.0;713;2396
592;Ford_RingbrothersMustang_1969;TIER_5;2.0;1.0;0.0;713;2550
593;Ford_RingbrothersMustangMach1_1969;TIER_5;2.0;1.0;0.0;713;2550
594;Ford_RoushStage3Mustang_1996;TIER_4;2.36;1.0;0.0;673;1689
595;Ford_ROUSHStage3Mustang_2019;TIER_5;2.76;0.94;0.0;714;1595
596;Ford_RuffianGalaxie500_1964;TIER_5;2.0;1.0;0.0;713;2457
597;Ford_RuffianGT40_1966;TIER_5;2.0;1.0;0.0;713;2563
598;Ford_RuffianMustang_1970;TIER_5;2.0;1.0;0.0;713;2274
599;Ford_RuffianMustangFIAFastback_1967;TIER_5;2.0;1.0;0.0;713;2372
600;Ford_ShelbyGT350R_2016;TIER_4;3.73;0.87;0.03;673;777
601;Ford_ShelbyGT350RElite_2016;TIER_4;3.73;0.87;0.03;673;378
602;Ford_SpeedShopF100_1956;TIER_5;2.0;1.0;0.0;713;2342
603;Ford_Supervan4_2022;TIER_5;2.0;1.0;0.03;713;2545
604;Ford_WeaverCustomsModelAElite_1931;TIER_5;2.0;1.0;0.0;713;2325
605;Ford_WeaverCustomsModelALB_1931;TIER_5;2.0;1.0;0.0;713;2321
606;Ford_WeaverCustomsModelAMS_1931;TIER_5;2.0;1.0;0.0;713;2288
607;Ford_WeaverCustomsMustangFastback_1968;TIER_5;2.0;1.0;0.0;713;2432
608;FSD_ConceptCar_2027;TIER_5;2.0;1.0;0.0;713;2547
609;Ginetta_Akula_2019;TIER_5;2.07;1.0;0.0;713;2284
610;Ginetta_AkulaGold_2019;TIER_5;2.05;0.96;0.52;713;2236
611;GTA_SpanoCrew_2015;TIER_5;3.02;1.0;0.0;716;942
612;GTA_SpanoCrewRecycled_2015;TIER_5;2.79;0.99;0.0;716;1163
613;Hennessey_CamaroExorcistReward_2017;TIER_5;2.0;1.0;0.22;714;1984
614;Hennessey_CamaroExorcistRewardRecycled_2017;TIER_5;2.88;0.99;0.06;714;1867
615;Hennessey_CamaroTheResurrection_2017;TIER_5;2.48;1.0;0.0;713;2158
616;Hennessey_VenomF5_2020;TIER_5;2.53;1.0;0.0;715;2367
617;Hennessey_VenomF5_2021;TIER_5;2.0;1.0;0.0;713;2430
618;Hennessey_VenomF5Gold_2020;TIER_5;2.17;1.0;0.0;715;2336
619;Hennessey_VenomF5Revolution_2023;TIER_5;2.0;1.0;0.0;713;2348
620;Hennessey_VenomF5RoadsterReward_2023;TIER_5;2.0;1.0;0.0;713;2430
621;Hennessey_VenomF5RoadsterRewardRecycled_2023;TIER_5;2.0;1.0;0.0;713;2404
622;Hennessey_VenomGT_2012;TIER_5;2.1;1.0;0.27;714;2143
623;Hennessey_VenomGTSpyderReward_2016;TIER_5;2.37;1.0;0.01;715;2165
624;Hennessey_VenomGTSpyderRewardGold_2016;TIER_5;2.27;1.0;0.1;715;2128
625;Hennessey_VenomGTSpyderRewardRecycled_2016;TIER_5;2.39;1.0;0.0;715;2147
626;Honda_AIMGAINGTNSXEvo_2017;TIER_4;2.84;1.0;0.0;674;1689
627;Honda_AIMGAINGTNSXReward_2017;TIER_4;3.39;0.92;0.0;674;1578
628;Honda_AIMGAINGTNSXRewardRecycled_2017;TIER_4;3.34;0.88;0.0;674;1553
629;Honda_Civic15VTECCrew_1994;TIER_1;3.77;0.9;0.55;354;660
630;Honda_Civic15VTECCrewRecycled_1994;TIER_1;4.8;0.72;0.55;354;711
